,Address.AddressLine1,Address.AddressLine2,Address.City,Address.County,Address.FormattedAddress,Address.PostalCode,Address.Subdivision,ID,Name,Store.StoreDistrictID,Store.StoreGroupID,Store.StoreRegionID,Store.AnnualSales,Store.OperatingExpenses,Store.CostOfGoodsSold,AllCapability,Latitude,Longitude
81,1815 Norman Dr,,Valdosta,Lowndes,"1815 Norman Dr, Valdosta, GA 31601-3502",31601-3502,GA,750,Valdosta,348,393,300,6705925,1916926,3618577,"['CafÈ', 'Fresh Grocery', 'Wine & Beer Available']",30.8,-83.4
82,4711 Bayou Blvd,,Pensacola,Escambia,"4711 Bayou Blvd, Pensacola, FL 32503-2607",32503-2607,FL,686,Pensacola,359,393,300,5510336,2357021,1909467,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine & Beer Available']",30.46,-87.21
83,1900 Town Center Blvd,,Knoxville,Knox,"1900 Town Center Blvd, Knoxville, TN 37922",37922,TN,2815,Knoxville South,351,395,300,8577426,2067167,3977489,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",35.86,-84.1
84,11100 Parkside Dr,,Knoxville,Knox,"11100 Parkside Dr, Knoxville, TN 37934-1960",37934-1960,TN,1370,Farragut,351,395,300,5720426,1877170,2872432,"['Beer Available', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",35.87,-84.18
85,1701 Galleria Blvd,,Franklin,Williamson,"1701 Galleria Blvd, Franklin, TN 37067-1602",37067-1602,TN,695,Cool Springs,369,394,300,5643810,1605253,2834631,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical']",35.91,-86.78
86,8040 Ray Mears Blvd,,Knoxville,Knox,"8040 Ray Mears Blvd, Knoxville, TN 37919-5457",37919-5457,TN,151,Knoxville West,351,395,300,7666214,2411191,3548852,"['Beer Available', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",35.91,-84.0
87,780 Old Hickory Blvd,,Brentwood,Davidson,"780 Old Hickory Blvd, Brentwood, TN 37027-4527",37027-4527,TN,1983,Brentwood,369,394,300,7831461,2359635,2016741,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",36.0,-86.8
88,401 S Mount Juliet Rd,Ste 600,Mount Juliet,Wilson,"401 S Mount Juliet Rd, Mount Juliet, TN 37122-6309",37122-6309,TN,2126,Mt Juliet,333,394,300,6341039,1817212,3747816,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",36.2,-86.5
89,2950 S Blue Angel Pkwy,,Pensacola,Escambia,"2950 S Blue Angel Pkwy, Pensacola, FL 32506-6905",32506-6905,FL,2445,Pensacola West,359,393,300,8336049,1027504,2870617,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']",30.39,-87.35
90,6670 Clinton Hwy,,Knoxville,Knox,"6670 Clinton Hwy, Knoxville, TN 37912-1016",37912-1016,TN,795,Knoxville NW,351,395,300,6218039,1378933,2006407,"['Beer Available', 'CafÈ', 'Starbucks']",36.01,-83.99
91,694 Fairview Rd,,Simpsonville,Greenville,"694 Fairview Rd, Simpsonville, SC 29680-6708",29680-6708,SC,1870,Simpsonville,337,395,300,8108617,2327822,3951364,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",34.69,-82.28
92,3171 Lebanon Pike,,Nashville,Davidson,"3171 Lebanon Pike, Nashville, TN 37214-2314",37214-2314,TN,1059,Nashville East,333,394,300,7169941,2340624,3765871,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk']",36.17,-86.66
93,26 White Bridge Rd,,Nashville,Davidson,"26 White Bridge Rd, Nashville, TN 37205-1411",37205-1411,TN,146,White Bridge,369,394,300,6735568,2407062,3900548,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",36.11,-86.87
94,1112 Woodruff Rd,,Greenville,Greenville,"1112 Woodruff Rd, Greenville, SC 29607-4109",29607-4109,SC,1182,Greenville,337,395,300,5066711,1616246,2704817,"['CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Wine & Beer Available']",34.84,-82.38
95,6814 Charlotte Pike,,Nashville,Davidson,"6814 Charlotte Pike, Nashville, TN 37209-4206",37209-4206,TN,2240,Nashville West,369,394,300,8481575,2337411,2674154,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",36.15,-86.9
96,1698 US Highway 98,,Daphne,Baldwin,"1698 US Highway 98, Daphne, AL 36526-4252",36526-4252,AL,1274,Daphne,359,393,300,8594380,2200376,3049930,"['CVS pharmacy', 'Drive Up', 'Starbucks', 'Wine & Beer Available']",30.6,-87.86
97,5405 Washington Pike,,Knoxville,Knox,"5405 Washington Pike, Knoxville, TN 37918-7004",37918-7004,TN,2057,Knoxville North,351,395,300,6549677,2410699,3547363,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",36.06,-83.91
98,2545 Whiskey Rd,,Aiken,Aiken,"2545 Whiskey Rd, Aiken, SC 29803-8521",29803-8521,SC,1310,Aiken,337,395,300,6676083,1619664,3887131,"['CVS pharmacy', 'CafÈ', 'Wine & Beer Available']",33.4,-81.7
99,3150 Bel Air Mall,,Mobile,Mobile,"3150 Bel Air Mall, Mobile, AL 36606-3203",36606-3203,AL,797,Bel-Air,359,393,300,5798567,1957755,2844448,"['CVS pharmacy', 'CafÈ', 'Wine & Beer Available']",30.67,-88.1
100,6025 Wade Hampton Blvd,,Taylors,Greenville,"6025 Wade Hampton Blvd, Taylors, SC 29687-5334",29687-5334,SC,1937,Greer,337,395,300,6091082,2137643,3268434,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",35.0,-82.3
101,2050 Gallatin Rd N,,Madison,Davidson,"2050 Gallatin Rd N, Madison, TN 37115-2002",37115-2002,TN,144,Rivergate,333,394,300,6911947,1480823,2824036,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza']",36.26,-86.7
102,1004 Andrews Run,,Hendersonville,Sumner,"1004 Andrews Run, Hendersonville, TN 37075-1232",37075-1232,TN,1511,Hendersonville,333,394,300,7411545,1186961,3931110,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Starbucks']",36.3,-86.6
103,790 Schillinger Rd S,,Mobile,Mobile,"790 Schillinger Rd S, Mobile, AL 36695-8979",36695-8979,AL,1376,Mobile West,359,393,300,6987455,1050047,3517611,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",30.63,-88.29
104,3820 Gulf Shores Pkwy,,Gulf Shores,Baldwin,"3820 Gulf Shores Pkwy, Gulf Shores, AL 36542-2819",36542-2819,AL,2154,Gulf Shores,359,393,300,8480003,2141083,2305338,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']",30.3,-87.8
105,15 McKenna Rd,,Arden,Buncombe,"15 McKenna Rd, Arden, NC 28704-9201",28704-9201,NC,2011,Asheville South,362,395,300,7002210,2251059,2771074,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",35.46,-82.57
106,8199 Warren H Abernathy Pkwy,,Spartanburg,Spartanburg,"8199 Warren H Abernathy Pkwy, Spartanburg, SC 29301-2452",29301-2452,SC,1349,Spartanburg,337,395,300,5057126,1595907,2559833,"['CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Wine & Beer Available']",34.95,-81.99
107,115 River Hills Rd,,Asheville,Buncombe,"115 River Hills Rd, Asheville, NC 28805-2550",28805-2550,NC,1807,Asheville,362,395,300,6287201,2198131,2948038,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine & Beer Available']",35.62,-82.49
108,93 Stonebrook Pl,,Jackson,Madison,"93 Stonebrook Pl, Jackson, TN 38305-3637",38305-3637,TN,921,Jackson,332,394,300,7148666,2153772,2337327,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Mobile Kiosk', 'Starbucks']",35.7,-88.8
109,325 New Byhalia Rd,,Collierville,Shelby,"325 New Byhalia Rd, Collierville, TN 38017-3705",38017-3705,TN,1907,Collierville,332,394,300,7015848,1149466,3795257,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",35.1,-89.6
110,9235 Poplar Ave,,Germantown,Shelby,"9235 Poplar Ave, Germantown, TN 38138-7903",38138-7903,TN,682,Germantown,332,394,300,5284069,2437708,2794403,"['Beer Available', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",35.08,-89.79
111,475 N Germantown Pkwy,,Cordova,Shelby,"475 N Germantown Pkwy, Cordova, TN 38018-6209",38018-6209,TN,1844,Cordova,332,394,300,6291943,2039429,3853522,"['Accepts WIC', 'Bakery', 'Beer Available', 'CVS pharmacy', 'CafÈ', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']",35.14,-89.77
112,5150 Goodman Rd,,Olive Branch,DeSoto,"5150 Goodman Rd, Olive Branch, MS 38654-7903",38654-7903,MS,2442,Olive Branch West,332,394,300,6888191,2434029,2123747,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",34.9,-89.8
113,7989 US Highway 64,,Memphis,Shelby,"7989 US Highway 64, Memphis, TN 38133-4007",38133-4007,TN,1030,Memphis NE,332,394,300,5975871,1338289,3261017,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",35.21,-89.79
114,5959 Poplar Ave,,Memphis,Shelby,"5959 Poplar Ave, Memphis, TN 38119-3938",38119-3938,TN,2474,Memphis East,332,394,300,8333501,2497101,3742459,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",35.08,-89.84
115,2823 Wilma Rudolph Blvd,,Clarksville,Montgomery,"2823 Wilma Rudolph Blvd, Clarksville, TN 37040-5002",37040-5002,TN,959,Clarksville,333,394,300,8511474,1066387,3133370,"['Beer Available', 'CafÈ']",36.5,-87.4
116,601 Colonial Rd,,Memphis,Shelby,"601 Colonial Rd, Memphis, TN 38117-5132",38117-5132,TN,90,Memphis Central,332,394,300,6915897,1103305,3886954,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",35.11,-89.9
117,7255 Interstate Dr,,Horn Lake,DeSoto,"7255 Interstate Dr, Horn Lake, MS 38637-1410",38637-1410,MS,1169,Horn Lake,332,394,300,5924377,2048475,3805484,"['Beer Available', 'CafÈ']",34.95,-90.05
118,160 American Ave,,Bowling Green,Warren,"160 American Ave, Bowling Green, KY 42104-6378",42104-6378,KY,958,Bowling Green,333,394,300,7032979,1420147,3914456,,36.9,-86.5
119,170 Promenade Blvd,,Flowood,Rankin,"170 Promenade Blvd, Flowood, MS 39232-8017",39232-8017,MS,1920,Flowood,331,393,300,6930881,1025405,3213286,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",32.33,-90.09
120,6365 I 55 N,,Jackson,Hinds,"6365 I 55 N, Jackson, MS 39213-9742",39213-9742,MS,754,North Jackson,331,393,300,6979013,2452813,3310952,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",32.4,-90.2
121,3000 E Highland Dr,Ste A,Jonesboro,Craighead,"3000 E Highland Dr, Jonesboro, AR 72401-6321",72401-6321,AR,1919,Jonesboro,167,194,100,8308956,2095850,2988282,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",35.9,-90.6
122,6143 U S Highway 98,Ste 80,Hattiesburg,Lamar,"6143 U S Highway 98, Hattiesburg, MS 39402-8533",39402-8533,MS,2055,Hattiesburg,331,393,300,7850770,2498530,2436400,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",31.3,-89.4
123,5151 Frederica St,,Owensboro,Daviess,"5151 Frederica St, Owensboro, KY 42301-7443",42301-7443,KY,757,Owensboro,140,190,100,5014927,1487213,3432266,"['CVS pharmacy', 'Cafe-Pizza', 'Mobile Kiosk', 'Starbucks']",37.8,-87.3
124,1631 Ring Rd,,Elizabethtown,Hardin,"1631 Ring Rd, Elizabethtown, KY 42701-5470",42701-5470,KY,779,Elizabethtown,168,190,100,8633885,1342112,3093807,"['CafÈ', 'Starbucks']",37.7,-85.9
125,3867 Promenade Pkwy,,D'iberville,Harrison,"3867 Promenade Pkwy, D'iberville, MS 39540-5363",39540-5363,MS,2485,D'Iberville,359,393,300,8638505,1390688,2535722,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",30.44,-88.9
126,69320 Highway 21,,Covington,St. Tammany Parish,"69320 Highway 21, Covington, LA 70433-7220",70433-7220,LA,1876,Covington,331,393,300,7756929,1448039,2331780,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",30.48,-90.1
127,2030 Hammond Square Dr,,Hammond,Tangipahoa Parish,"2030 Hammond Square Dr, Hammond, LA 70403-6156",70403-6156,LA,2531,Hammond,331,393,300,8683449,1623853,3860315,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine, Beer, & Spirits Available']",30.5,-90.5
128,4103 Pecanland Mall Dr,,Monroe,Ouachita Parish,"4103 Pecanland Mall Dr, Monroe, LA 71203-7009",71203-7009,LA,1469,Monroe,353,392,300,5984511,1329375,2570889,"['CVS pharmacy', 'CafÈ', 'Drive Up', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine, Beer, & Spirits Available']",32.6,-92.0
129,4500 Veterans Memorial Blvd,,Metairie,Jefferson Parish,"4500 Veterans Memorial Blvd, Metairie, LA 70006-5330",70006-5330,LA,1449,Metairie,331,393,300,8120404,1884045,2359779,"['CVS pharmacy', 'CafÈ', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Wine, Beer, & Spirits Available']",30.01,-90.19
130,1401 W Esplanade Ave,Ste 200,Kenner,Jefferson Parish,"1401 W Esplanade Ave, Kenner, LA 70065-2845",70065-2845,LA,2534,Kenner,331,393,300,7535049,1990315,3525053,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",30.03,-90.23
131,1731 Manhattan Blvd,,Harvey,Jefferson Parish,"1731 Manhattan Blvd, Harvey, LA 70058-3409",70058-3409,LA,1451,Harvey,331,393,300,7612298,2019068,3177204,"['CVS pharmacy', 'CafÈ', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",29.87,-90.06
132,2001 Millerville Rd,,Baton Rouge,East Baton Rouge Parish,"2001 Millerville Rd, Baton Rouge, LA 70816-1408",70816-1408,LA,2089,Baton Rouge East,353,392,300,8258636,2230711,2449146,"['Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",30.43,-91.02
133,6885 Siegen Ln,,Baton Rouge,East Baton Rouge Parish,"6885 Siegen Ln, Baton Rouge, LA 70809-4528",70809-4528,LA,1369,Baton Rouge Siegen,353,392,300,8088385,1158722,2010188,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'CafÈ', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",30.39,-91.06
134,6625 E Lloyd Expy,,Evansville,Vanderburgh,"6625 E Lloyd Expy, Evansville, IN 47715-2757",47715-2757,IN,1481,Evansville,140,190,100,8811961,1011710,3669447,"['CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",37.97,-87.49
135,4000 1st Ave,,Evansville,Vanderburgh,"4000 1st Ave, Evansville, IN 47710-3614",47710-3614,IN,108,Evansville North,140,190,100,5908797,2115502,2745308,"['CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine, Beer, & Spirits Available']",38.02,-87.58
136,202 Siemers Dr,,Cape Girardeau,Cape Girardeau,"202 Siemers Dr, Cape Girardeau, MO 63701-8419",63701-8419,MO,992,Cape Girardeau,117,194,100,6368620,1576381,3238083,"['CVS pharmacy', 'Cafe-Pizza', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",37.4,-89.6
137,7311 Jefferson Blvd,,Louisville,Jefferson,"7311 Jefferson Blvd, Louisville, KY 40219-6178",40219-6178,KY,1513,Louisville Jefferson Pavilion,168,190,100,5992843,1859882,2694311,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk']",38.14,-85.69
138,3000 W Deyoung St,,Marion,Williamson,"3000 W Deyoung St, Marion, IL 62959-5553",62959-5553,IL,674,Marion,117,194,100,5697361,2444057,1687862,"['Accepts WIC', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",37.7,-88.9
139,3600 Mall Rd,,Louisville,Jefferson,"3600 Mall Rd, Louisville, KY 40218-5403",40218-5403,KY,1479,Bashford Manor,168,190,100,5770979,1929688,2756042,"['CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",38.19,-85.66
140,4640 Taylorsville Rd,,Louisville,Jefferson,"4640 Taylorsville Rd, Louisville, KY 40220-3530",40220-3530,KY,780,Jeffersontown,168,190,100,7233029,1788044,3044842,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",38.22,-85.62
141,4174 Westport Rd,,Louisville,Jefferson,"4174 Westport Rd, Louisville, KY 40207-2735",40207-2735,KY,2473,St Matthews,168,190,100,5341155,1071525,3930399,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",38.26,-85.66
142,2209 State St,,New Albany,Floyd,"2209 State St, New Albany, IN 47150-4924",47150-4924,IN,139,New Albany,168,190,100,5535897,1465331,2384118,"['CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine, Beer, & Spirits Available']",38.3,-85.8
143,12975 Shelbyville Rd,Ste 100,Louisville,Jefferson,"12975 Shelbyville Rd, Louisville, KY 40243-2425",40243-2425,KY,2728,Middletown,168,190,100,8617582,2416919,3964785,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",38.24,-85.53
144,1125 Veterans Pkwy,,Clarksville,Clark,"1125 Veterans Pkwy, Clarksville, IN 47129-2664",47129-2664,IN,2068,Waterford Park,168,190,100,8820063,1680186,2841335,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",38.31,-85.77
145,4101 Towne Center Dr,,Louisville,Jefferson,"4101 Towne Center Dr, Louisville, KY 40241-4146",40241-4146,KY,1071,Springhurst,168,190,100,6816857,1229753,3379865,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",38.31,-85.58
146,131 West Reynolds Rd,,Lexington,Fayette,"131 West Reynolds Rd, Lexington, KY 40503-3599",40503-3599,KY,366,Lexington,168,190,100,7506177,1140030,3866079,"['CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",38.0,-84.53
147,1940 Pavillon Way,,Lexington,Fayette,"1940 Pavillon Way, Lexington, KY 40509-2210",40509-2210,KY,1094,Lexington SE,168,190,100,6717902,1145671,3333512,"['CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",37.99,-84.37
148,3970 SW Archer Rd,,Gainesville,Alachua,"3970 SW Archer Rd, Gainesville, FL 32608-2342",32608-2342,FL,687,Gainesville,324,393,300,5434190,1429180,3180033,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",29.59,-82.4
149,250 NW 13th St,,Gainesville,Alachua,"250 NW 13th St, Gainesville, FL 32601-5166",32601-5166,FL,3238,Gainesville University of FL,324,393,300,6612684,1544265,2393283,"['CVS pharmacy', 'Mobile Kiosk', 'Wine & Beer Available']",29.64,-82.32
150,1727 Martin Luther King Jr Blvd,,Houma,Terrebonne Parish,"1727 Martin Luther King Jr Blvd, Houma, LA 70360-2409",70360-2409,LA,1450,Houma,331,393,300,5831654,1468805,3481613,"['CVS pharmacy', 'CafÈ', 'Drive Up', 'Wine, Beer, & Spirits Available']",29.61,-90.8
151,3225 Louisiana Ave,,Lafayette,Lafayette Parish,"3225 Louisiana Ave, Lafayette, LA 70501-1406",70501-1406,LA,2377,Lafayette N,353,392,300,6268358,1054770,3900653,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",30.24,-91.99
152,4313 Ambassador Caffery Pkwy,,Lafayette,Lafayette Parish,"4313 Ambassador Caffery Pkwy, Lafayette, LA 70508-6703",70508-6703,LA,1473,Lafayette,353,392,300,6971992,2480583,3739558,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",30.16,-92.03
153,9525 Crosshill Blvd,,Jacksonville,Duval,"9525 Crosshill Blvd, Jacksonville, FL 32222-5812",32222-5812,FL,2233,Jacksonville West,315,393,300,6218510,1950661,2669324,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target', 'Wine & Beer Available']",30.22,-81.83
154,200 Glynn Isle,,Brunswick,Glynn,"200 Glynn Isle, Brunswick, GA 31525-2929",31525-2929,GA,2301,Brunswick,315,393,300,7703850,1368571,3658822,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",31.3,-81.5
155,6331 Roosevelt Blvd,,Jacksonville,Duval,"6331 Roosevelt Blvd, Jacksonville, FL 32244-3303",32244-3303,FL,1853,Ortega,315,393,300,6626097,2438299,2853780,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine & Beer Available']",30.22,-81.74
156,463737 State Rd 200,,Yulee,Nassau,"463737 State Rd 200, Yulee, FL 32097-8652",32097-8652,FL,2155,Yulee,315,393,300,7684980,2187966,3763687,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']",30.6,-81.6
157,1490 County Rd 220,,Orange Park,Clay,"1490 County Rd 220, Orange Park, FL 32003-7927",32003-7927,FL,1497,Fleming Island,315,393,300,8396207,1231408,2840435,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']",30.09,-81.73
158,10490 San Jose Blvd,,Jacksonville,Duval,"10490 San Jose Blvd, Jacksonville, FL 32257-6207",32257-6207,FL,1300,Jacksonville Mandarin,315,393,300,7439675,2334211,2434778,"['CVS pharmacy', 'CafÈ', 'Drive Up', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",30.19,-81.6
159,444 Monument Rd,,Jacksonville,Duval,"444 Monument Rd, Jacksonville, FL 32225-6429",32225-6429,FL,645,Regency,315,393,300,8701189,1997097,2557288,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']",30.35,-81.5
160,4567 River City Dr,,Jacksonville,Duval,"4567 River City Dr, Jacksonville, FL 32246-7411",32246-7411,FL,1974,Jacksonville St Johns,315,393,300,6802598,1921840,3856512,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",30.29,-81.51
161,9041 Southside Blvd,,Jacksonville,Duval,"9041 Southside Blvd, Jacksonville, FL 32256-5484",32256-5484,FL,669,Southside,315,393,300,6714043,1979616,2315628,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Wine & Beer Available']",30.18,-81.52
162,2000 SW College Rd,,Ocala,Marion,"2000 SW College Rd, Ocala, FL 34471-3020",34471-3020,FL,873,Ocala,324,393,300,5366304,1176547,3409780,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",29.15,-82.12
163,13740 Beach Blvd,,Jacksonville,Duval,"13740 Beach Blvd, Jacksonville, FL 32224-1208",32224-1208,FL,1921,Jacksonville East,315,393,300,8661928,2369765,2300843,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine & Beer Available']",30.29,-81.47
